Date,Hour,Consumption
2017-08-10,7,311626.9993636608
2017-08-10,8,312392.57500609756
2017-08-10,9,318148.0031886995
2017-08-10,10,333027.6019079387
2017-08-10,11,351294.88739034534
2017-08-10,12,362362.2561714351
2017-08-10,13,380563.55903044343
2017-08-10,14,382356.6092232168
2017-08-10,15,396557.5308737755
2017-08-10,16,402754.48110446334
2017-08-10,17,409171.66852614284
2017-08-10,18,410408.2737430632
2017-08-10,19,414004.8600284457
2017-08-10,20,416410.1039983928
2017-08-10,21,427341.69829955697
2017-08-10,22,422624.09243407845
2017-08-10,23,408487.50070136786
2017-08-10,24,395672.68245863914
2017-08-11,1,314658.1447544694
2017-08-11,2,310854.02182254195
2017-08-11,3,314234.34927019477
2017-08-11,4,312845.8108302653
2017-08-11,5,309750.53291511536
2017-08-11,6,308575.07602760196
2017-08-11,7,311966.55023252964
2017-08-11,8,319872.5618658066
2017-08-11,9,330286.736544013
2017-08-11,10,346805.48054876924
2017-08-11,11,360312.98068645597
2017-08-11,12,373889.7667657435
2017-08-11,13,381105.9645460844
2017-08-11,14,394626.5611730218
2017-08-11,15,399245.7584577203
2017-08-11,16,403806.88935011625
2017-08-11,17,405694.01140505075
2017-08-11,18,408056.5963626802
2017-08-11,19,411911.2436192632
2017-08-11,20,413394.75050511956
2017-08-11,21,426073.6952981651
2017-08-11,22,418346.7376280725
2017-08-11,23,412496.26951262355
2017-08-11,24,403555.9741450548
2017-08-12,1,319356.6085777283
2017-08-12,2,317849.5161550939
2017-08-12,3,320142.5777719617
2017-08-12,4,325082.96967071295
2017-08-12,5,314744.6241339445
2017-08-12,6,307928.78942888975
2017-08-12,7,317215.0461242795
2017-08-12,8,323175.620188117
2017-08-12,9,331921.52396321297
2017-08-12,10,351680.178129673
2017-08-12,11,359849.76592999697
2017-08-12,12,378354.943292886
2017-08-12,13,394056.2166632414
2017-08-12,14,400724.7871865332
2017-08-12,15,400858.75144439936
2017-08-12,16,406081.13599684834
2017-08-12,17,414640.8493783176
2017-08-12,18,420214.7163091004
2017-08-12,19,424758.4939613342
2017-08-12,20,420083.00843405724
2017-08-12,21,425265.6761710346
2017-08-12,22,419274.48404839635
2017-08-12,23,413174.7511610389
2017-08-12,24,407449.7065177262
2017-08-13,1,319430.0723539293
2017-08-13,2,319973.70487472415
2017-08-13,3,315934.7380569577
2017-08-13,4,317032.0387224257
2017-08-13,5,316351.2790195346
2017-08-13,6,315525.09113296866
2017-08-13,7,317906.16503819823
2017-08-13,8,322821.3992790878
2017-08-13,9,336875.8229852915
2017-08-13,10,354726.02602759004
2017-08-13,11,365561.0593896508
2017-08-13,12,381690.7037971914
2017-08-13,13,391661.9295448661
2017-08-13,14,401502.73744371533
2017-08-13,15,412071.43887001276
2017-08-13,16,414255.24324959517
2017-08-13,17,418778.70152530074
2017-08-13,18,421871.29576823115
2017-08-13,19,422681.23128667474
2017-08-13,20,420612.3492386639
2017-08-13,21,427597.1576165855
2017-08-13,22,421554.63786655664
2017-08-13,23,413310.8217832446
2017-08-13,24,399347.3828524649
2017-08-14,1,336846.0665554106
2017-08-14,2,338370.4792381823
2017-08-14,3,339142.50426375866
2017-08-14,4,333320.93902626634
2017-08-14,5,331408.99002861977
2017-08-14,6,332063.5316745639
2017-08-14,7,335761.2981532216
2017-08-14,8,340015.1805201173
2017-08-14,9,346927.22750768065
2017-08-14,10,369903.44959768653
2017-08-14,11,387025.91902661324
2017-08-14,12,408192.1606704891
2017-08-14,13,422245.2526548505
2017-08-14,14,431098.24079561234
2017-08-14,15,438818.68439376354
2017-08-14,16,446296.32853496075
2017-08-14,17,440097.9630635083
2017-08-14,18,444659.10218143463
2017-08-14,19,443196.61740747094
2017-08-14,20,445430.79532560706
2017-08-14,21,447453.93359309435
2017-08-14,22,440043.2641213834
2017-08-14,23,435902.33121821284
2017-08-14,24,426209.06636708975
2017-08-15,1,341673.9776289165
2017-08-15,2,335798.9867400825
2017-08-15,3,336161.39323475957
2017-08-15,4,338863.46256810427
2017-08-15,5,336496.2135131657
2017-08-15,6,337960.6032194495
2017-08-15,7,336700.79909300804
2017-08-15,8,339985.02096381783
2017-08-15,9,350666.56571626663
2017-08-15,10,365928.4691531956
2017-08-15,11,374640.1700707674
2017-08-15,12,384263.4187800586
2017-08-15,13,395306.76834374666
2017-08-15,14,406705.5643595457
2017-08-15,15,417892.5092408657
2017-08-15,16,416651.6763456762
2017-08-15,17,420689.5983954966
2017-08-15,18,426543.98826673627
2017-08-15,19,429946.6625100076
2017-08-15,20,425220.66698887944
2017-08-15,21,433292.0804953873
2017-08-15,22,433377.3856509328
2017-08-15,23,428123.5953976512
2017-08-15,24,431780.79014748335
2017-08-16,1,342507.7811071873
2017-08-16,2,340156.9680993259
2017-08-16,3,340369.7311873436
2017-08-16,4,345614.1141064465
2017-08-16,5,338063.6094432771
2017-08-16,6,337124.17361190915
2017-08-16,7,335868.92842158675
2017-08-16,8,340168.8937404752
2017-08-16,9,349148.07317593694
2017-08-16,10,353084.1046509743
2017-08-16,11,367099.56292179227
2017-08-16,12,385609.631311059
2017-08-16,13,400378.2321346998
2017-08-16,14,415188.0577220619
2017-08-16,15,423940.2609975636
2017-08-16,16,422633.0155146718
2017-08-16,17,430617.10420259833
2017-08-16,18,432916.7125211358
2017-08-16,19,432558.21981832385
2017-08-16,20,429306.1960455775
2017-08-16,21,438687.49151206017
2017-08-16,22,430946.64143389463
2017-08-16,23,428158.3006116152
2017-08-16,24,423293.601054281
2017-08-17,1,337370.2825407982
2017-08-17,2,335564.6372182667
2017-08-17,3,335708.3348878622
2017-08-17,4,339487.43390229344
2017-08-17,5,333695.9591431618
2017-08-17,6,334972.26049387455
2017-08-17,7,339465.88749960065
2017-08-17,8,342011.6175509393
2017-08-17,9,350787.76455822587
2017-08-17,10,367983.2840285897
2017-08-17,11,382617.69879075885
2017-08-17,12,397728.29487377405
2017-08-17,13,410884.08000576496
2017-08-17,14,418780.53149959445
2017-08-17,15,426746.583142668
2017-08-17,16,432438.44218209386
2017-08-17,17,433436.1826519668
2017-08-17,18,436284.4247496426
2017-08-17,19,435150.1077091992
2017-08-17,20,431860.83085262775
2017-08-17,21,437993.40288725495
2017-08-17,22,431786.9126612842
2017-08-17,23,429266.8012471199
2017-08-17,24,421915.78813272715
2017-08-18,1,330659.0236456692
2017-08-18,2,331692.0829653144
2017-08-18,3,333511.04182189703
2017-08-18,4,334737.9307346344
2017-08-18,5,330488.8395368755
2017-08-18,6,331184.05092412233
2017-08-18,7,332740.29485815763
2017-08-18,8,335795.79474389553
2017-08-18,9,351874.8557139933
2017-08-18,10,367480.89725756645
2017-08-18,11,377369.42142653465
2017-08-18,12,395823.34176665545
2017-08-18,13,406331.10132572055
2017-08-18,14,416500.51286906004
2017-08-18,15,422010.33726751804
2017-08-18,16,424602.5533283055
2017-08-18,17,427274.0361312628
2017-08-18,18,436906.02380919456
2017-08-18,19,438159.26350042224
2017-08-18,20,435271.99035191536
2017-08-18,21,444514.9188475013
2017-08-18,22,441837.1708692908
2017-08-18,23,436322.306556195
2017-08-18,24,418214.75990208983
2017-08-19,1,344596.17877593637
2017-08-19,2,346986.7599238157
2017-08-19,3,339414.70918270946
2017-08-19,4,337228.83295065165
2017-08-19,5,337120.3902773559
2017-08-19,6,335909.6606833339
2017-08-19,7,335269.55709156394
2017-08-19,8,337084.135176152
2017-08-19,9,350506.4062985182
2017-08-19,10,366845.8210632801
2017-08-19,11,374012.06587690115
2017-08-19,12,392217.32947033644
2017-08-19,13,394641.50051784515
2017-08-19,14,402146.7740852833
2017-08-19,15,414497.35098174214
2017-08-19,16,418530.4468559623
2017-08-19,17,423975.71253943443
2017-08-19,18,428205.09873872995
2017-08-19,19,426731.7680749297
2017-08-19,20,424036.6945463419
2017-08-19,21,432475.7698378563
2017-08-19,22,423729.3121815026
2017-08-19,23,420020.47331631184
2017-08-19,24,426436.9539873302
2017-08-20,1,332589.1747698486
2017-08-20,2,334699.84999009967
2017-08-20,3,334299.3860823214
2017-08-20,4,332310.46777510643
2017-08-20,5,330863.2181700468
2017-08-20,6,327215.31986811757
2017-08-20,7,327064.7482265234
2017-08-20,8,334694.62144470215
2017-08-20,9,342830.98786765337
2017-08-20,10,357056.1665093601
2017-08-20,11,368376.3121534288
2017-08-20,12,384924.237519145
2017-08-20,13,396228.5047093034
2017-08-20,14,404807.5406228006
2017-08-20,15,411774.21628013253
2017-08-20,16,418418.14414581656
2017-08-20,17,424129.817006588
2017-08-20,18,428122.4760893285
2017-08-20,19,428455.393296659
2017-08-20,20,425249.2135916352
2017-08-20,21,431287.4186052978
2017-08-20,22,425857.8813236058
2017-08-20,23,423107.1249187887
2017-08-20,24,413273.62980908155
2017-08-21,1,348747.7322435379
2017-08-21,2,348174.3448354304
2017-08-21,3,348966.7484177053
2017-08-21,4,349024.3505245149
2017-08-21,5,341956.95725542307
2017-08-21,6,345314.49200066924
2017-08-21,7,344367.9798286855
2017-08-21,8,349234.1668393314
2017-08-21,9,360377.6897087693
2017-08-21,10,377652.0246321857
2017-08-21,11,388573.4060406685
2017-08-21,12,407743.78025850654
2017-08-21,13,424207.24597635865
2017-08-21,14,430211.5355888605
2017-08-21,15,439384.40137419105
2017-08-21,16,444559.1021644771
2017-08-21,17,448293.9394288063
2017-08-21,18,453846.7046724558
2017-08-21,19,454782.369599998
2017-08-21,20,458059.9220594764
2017-08-21,21,463187.76992186904
2017-08-21,22,452101.39297381043
2017-08-21,23,446627.26079651713
2017-08-21,24,430965.23379951715
2017-08-22,1,355782.1627482176
2017-08-22,2,351117.1087228656
2017-08-22,3,356942.79194399714
2017-08-22,4,357139.8492539227
2017-08-22,5,345016.5784842074
2017-08-22,6,344457.3975428641
2017-08-22,7,342809.58754837513
2017-08-22,8,346554.5345327556
2017-08-22,9,354671.553250283
2017-08-22,10,379471.7520894706
2017-08-22,11,391324.19773745537
2017-08-22,12,407395.88445818424
2017-08-22,13,421861.349963218
2017-08-22,14,428940.6468838155
2017-08-22,15,435575.3531330526
2017-08-22,16,440317.0538469255
2017-08-22,17,442042.5832205713
2017-08-22,18,445348.85070720315
2017-08-22,19,447432.43725436926
2017-08-22,20,444471.2462658286
2017-08-22,21,448454.3993997276
2017-08-22,22,443885.78991141915
2017-08-22,23,442345.264744997
2017-08-22,24,438288.9264303446
2017-08-23,1,347983.1470001638
2017-08-23,2,348006.92481154203
2017-08-23,3,345227.52513331175
2017-08-23,4,346411.1351310313
2017-08-23,5,340463.4035370052
2017-08-23,6,341882.9340983629
2017-08-23,7,342607.73656120896
2017-08-23,8,357473.3088467419
2017-08-23,9,362786.08724832535
2017-08-23,10,382611.9540760219
2017-08-23,11,392912.5386200845
2017-08-23,12,406758.75313320756
2017-08-23,13,417524.62477838993
2017-08-23,14,424864.4660395086
2017-08-23,15,434155.6349811256
2017-08-23,16,438840.4351902306
2017-08-23,17,445879.3923304975
2017-08-23,18,447392.3950910568
2017-08-23,19,450965.07381510735
2017-08-23,20,448342.44366261363
2017-08-23,21,454140.91706350446
2017-08-23,22,444146.4546776712
2017-08-23,23,443582.26003825665
2017-08-23,24,438559.8475652635
2017-08-24,1,349590.76673454046
2017-08-24,2,345601.78098607063
2017-08-24,3,347914.5260974765
2017-08-24,4,346804.2258885801
2017-08-24,5,342814.94697380066
2017-08-24,6,344201.59804469347
2017-08-24,7,347009.2226417959
2017-08-24,8,350839.9855596721
2017-08-24,9,362370.3755777478
2017-08-24,10,377505.40350848436
2017-08-24,11,386077.4535308182
2017-08-24,12,400788.17421510816
2017-08-24,13,419654.7229228914
2017-08-24,14,427156.2417998016
2017-08-24,15,435811.3996028602
2017-08-24,16,440472.1587565839
2017-08-24,17,446833.0582125783
2017-08-24,18,446533.88490244746
2017-08-24,19,446229.4983240366
2017-08-24,20,443356.0253049433
2017-08-24,21,450004.01820233464
2017-08-24,22,440635.0766108036
2017-08-24,23,439139.57628676295
2017-08-24,24,434731.7620024085
2017-08-25,1,355892.0623854697
2017-08-25,2,347999.27192386985
2017-08-25,3,343508.2285924554
2017-08-25,4,346762.4491198659
2017-08-25,5,347313.2996969521
2017-08-25,6,344007.48577296734
2017-08-25,7,344943.8189933896
2017-08-25,8,349030.4171745479
2017-08-25,9,355908.4422837496
2017-08-25,10,375394.98086830974
2017-08-25,11,391110.5355900228
2017-08-25,12,407590.6101786196
2017-08-25,13,417181.7611193061
2017-08-25,14,424326.65169358253
2017-08-25,15,431622.0173006356
2017-08-25,16,430653.2167135477
2017-08-25,17,438550.2619032562
2017-08-25,18,436642.08401045203
2017-08-25,19,436159.5528733134
2017-08-25,20,431794.0236877203
2017-08-25,21,440036.4909810126
2017-08-25,22,437788.6190330684
2017-08-25,23,433104.578212142
2017-08-25,24,434508.49116018414
2017-08-26,1,350117.8964840174
2017-08-26,2,356760.0875225067
2017-08-26,3,346938.06146365404
2017-08-26,4,346656.11503884196
2017-08-26,5,342022.96465703845
2017-08-26,6,348090.7648204863
2017-08-26,7,348989.63813737035
2017-08-26,8,354898.8637546897
2017-08-26,9,359993.88684642315
2017-08-26,10,373357.06892061234
2017-08-26,11,388421.83276349306
2017-08-26,12,402043.3424436748
2017-08-26,13,413015.5972879827
2017-08-26,14,425760.20722714067
2017-08-26,15,430718.7904687524
2017-08-26,16,426388.29018834233
2017-08-26,17,428832.3724857867
2017-08-26,18,430855.4497486353
2017-08-26,19,432535.8728426993
2017-08-26,20,430495.3579520583
2017-08-26,21,440854.9995317459
2017-08-26,22,433721.21571704745
2017-08-26,23,429313.95675739646
2017-08-26,24,432117.8746022582
2017-08-27,1,350411.87108433247
2017-08-27,2,352335.7324655652
2017-08-27,3,350446.2536981404
2017-08-27,4,354309.31058961153
2017-08-27,5,346641.02749699354
2017-08-27,6,353735.5364871025
2017-08-27,7,349070.7525258064
2017-08-27,8,360241.15262663364
2017-08-27,9,358965.24921774864
2017-08-27,10,372073.0954517424
2017-08-27,11,389128.3260718882
2017-08-27,12,398383.704102844
2017-08-27,13,399815.1513828933
2017-08-27,14,408254.25971350074
2017-08-27,15,416158.84622466564
2017-08-27,16,404217.8648606241
2017-08-27,17,405210.8309073448
2017-08-27,18,405451.8277542591
2017-08-27,19,410531.4789522588
2017-08-27,20,415990.6835216284
2017-08-27,21,430840.70375069976
2017-08-27,22,422667.08511832356
2017-08-27,23,420485.83855730295
2017-08-27,24,431134.39982655644
2017-08-28,1,352450.9300402403
2017-08-28,2,352192.35559916496
2017-08-28,3,357092.7849046588
2017-08-28,4,355633.82124876976
2017-08-28,5,351183.55482679605
2017-08-28,6,353432.09126734734
2017-08-28,7,357338.3823302388
2017-08-28,8,356755.9056609273
2017-08-28,9,360744.23662880063
2017-08-28,10,380776.5436910987
2017-08-28,11,394578.7534869909
2017-08-28,12,402968.27483823895
2017-08-28,13,407025.76604023576
2017-08-28,14,426101.3075568676
2017-08-28,15,433994.8225686848
2017-08-28,16,414372.87442043424
2017-08-28,17,419006.10581332445
2017-08-28,18,419836.0852993727
2017-08-28,19,409996.58598664403
2017-08-28,20,415190.7792265713
2017-08-28,21,428105.2221789956
2017-08-28,22,422026.9870478213
2017-08-28,23,423916.362801671
2017-08-28,24,437309.5691911876
2017-08-29,1,346177.12004199624
2017-08-29,2,347566.8609896898
2017-08-29,3,348009.1721010506
2017-08-29,4,346143.5812010169
2017-08-29,5,339952.7637782693
2017-08-29,6,359500.54439765215
2017-08-29,7,350684.56852430105
2017-08-29,8,348071.98427301645
2017-08-29,9,354987.9252946377
2017-08-29,10,365259.5284014642
2017-08-29,11,380160.6067600846
2017-08-29,12,393225.6349552572
2017-08-29,13,401478.0178079009
2017-08-29,14,417756.3513351381
2017-08-29,15,421051.6699860394
2017-08-29,16,427138.7761464119
2017-08-29,17,424313.6299393773
2017-08-29,18,435688.81389531493
2017-08-29,19,423609.23369655013
2017-08-29,20,421671.5001350343
2017-08-29,21,423372.18187245727
2017-08-29,22,418759.14398804307
2017-08-29,23,425577.6789969802
2017-08-29,24,420196.7486627996
2017-08-30,1,347946.81090307236
2017-08-30,2,352196.2068257928
2017-08-30,3,349721.1201123297
2017-08-30,4,341768.5953390002
2017-08-30,5,336160.0919264555
2017-08-30,6,339770.30423510075
2017-08-30,7,338596.2817620039
2017-08-30,8,341476.95874121785
2017-08-30,9,349046.5425492227
2017-08-30,10,361047.38390371203
2017-08-30,11,374773.78311797976
2017-08-30,12,390816.3803689182
2017-08-30,13,405147.82742896676
2017-08-30,14,409020.05844697356
2017-08-30,15,420087.73691132665
2017-08-30,16,424370.3986889124
2017-08-30,17,428979.8654382825
2017-08-30,18,431803.15706175566
2017-08-30,19,425422.2103803158
2017-08-30,20,430301.0869591534
2017-08-30,21,439945.3312564194
2017-08-30,22,432577.75058728456
2017-08-30,23,432774.262052536
2017-08-30,24,420213.94991746545
2017-08-31,1,343978.69081124663
2017-08-31,2,341966.4095464051
2017-08-31,3,339070.02794751525
2017-08-31,4,346045.2974125743
2017-08-31,5,337306.9204053879
2017-08-31,6,336385.7087596953
2017-08-31,7,342862.1994507611
2017-08-31,8,349035.08929124475
2017-08-31,9,353705.4843272865
2017-08-31,10,359530.28692677617
2017-08-31,11,373391.3951482475
2017-08-31,12,389985.85661917925
2017-08-31,13,387701.44422227144
2017-08-31,14,396095.37877991796
2017-08-31,15,404952.79349792004
2017-08-31,16,410455.7647805214
2017-08-31,17,426509.35704284906
2017-08-31,18,430715.866440475
2017-08-31,19,424927.98815345764
2017-08-31,20,424979.2661140561
2017-08-31,21,439807.21576046944
2017-08-31,22,432106.94564959407
2017-08-31,23,431497.71312740445
2017-08-31,24,424124.8167336881
2017-09-01,1,321007.83568641543
2017-09-01,2,315836.1451151073
2017-09-01,3,316020.0938330591
2017-09-01,4,317084.296502769
2017-09-01,5,310644.7698317468
2017-09-01,6,319101.19656416774
2017-09-01,7,320428.1271606982
2017-09-01,8,322915.7396094203
2017-09-01,9,331978.1035181284
2017-09-01,10,347349.1303348541
2017-09-01,11,365668.86454594135
2017-09-01,12,373486.2816799581
2017-09-01,13,384808.28008401394
2017-09-01,14,398189.7830028832
2017-09-01,15,406687.8075799644
2017-09-01,16,410223.6341150999
2017-09-01,17,409585.78497871757
2017-09-01,18,408864.4379668534
2017-09-01,19,409185.7691230178
2017-09-01,20,411969.65282699466
2017-09-01,21,415254.5414869189
2017-09-01,22,409925.72660407424
2017-09-01,23,403860.10558497906
2017-09-01,24,416894.2489337325
2017-09-02,1,323816.534119457
2017-09-02,2,321048.8721668422
2017-09-02,3,321275.183460176
2017-09-02,4,321067.15093654394
2017-09-02,5,320447.53619229794
2017-09-02,6,311642.6880916357
2017-09-02,7,319881.07164108753
2017-09-02,8,321778.5411774516
2017-09-02,9,325959.9221279621
2017-09-02,10,343724.2130380869
2017-09-02,11,360270.48959586024
2017-09-02,12,375178.88968527317
2017-09-02,13,388037.3852302432
2017-09-02,14,399222.0733602047
2017-09-02,15,406684.930388242
2017-09-02,16,408182.2441725135
2017-09-02,17,416646.1751066148
2017-09-02,18,420033.6844615638
2017-09-02,19,419732.46155008674
2017-09-02,20,415926.6978612244
2017-09-02,21,421045.3539329767
2017-09-02,22,413863.40643006563
2017-09-02,23,413509.29869547486
2017-09-02,24,395770.21069023013
2017-09-03,1,319909.10819011927
2017-09-03,2,315385.5327433944
2017-09-03,3,314020.43701809645
2017-09-03,4,312682.50528630614
2017-09-03,5,308846.4679430723
2017-09-03,6,309653.13032469153
2017-09-03,7,311232.70745664835
2017-09-03,8,318181.04790976644
2017-09-03,9,327003.53221940994
2017-09-03,10,338938.8133661449
2017-09-03,11,355381.683409214
2017-09-03,12,375103.952072978
2017-09-03,13,392756.2181107402
2017-09-03,14,404777.09836676717
2017-09-03,15,413998.652672559
2017-09-03,16,410983.2203384936
2017-09-03,17,416212.9455201328
2017-09-03,18,417354.8111384511
2017-09-03,19,419579.97670167685
2017-09-03,20,413347.17047840357
2017-09-03,21,422711.8191487789
2017-09-03,22,419453.20069250464
2017-09-03,23,413908.49054405093
2017-09-03,24,410291.3742200434
2017-09-04,1,342776.4529439211
2017-09-04,2,339126.13309550285
2017-09-04,3,347926.0157273412
2017-09-04,4,342952.26384592056
2017-09-04,5,338945.09173706174
2017-09-04,6,333526.8951125741
2017-09-04,7,337534.63367956877
2017-09-04,8,339542.9781347513
